MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,SaleType,SaleCondition,SalePrice,HouseAge
90,RL,60.0,8544,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,3,4,1950,Gable,CompShg,Stucco,Stone,,0.0,TA,TA,CBlock,,,,,,0,GasA,Gd,N,FuseF,1040,0,0,2,0,2,2,TA,Typ,0,,Detchd,Unf,2,TA,TA,Y,0,0,0,0,0,0,,,,0,7,WD,Normal,93500,56
60,RL,72.0,10463,Pave,,IR1,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,2005,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,893,GasA,Ex,Y,SBrkr,1801,0,0,2,1,3,1,Gd,Typ,1,Gd,Attchd,Fin,3,TA,TA,Y,0,116,0,0,0,0,,,,0,6,WD,Normal,239900,1
90,RL,60.0,10800,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,5,5,1988,Gable,CompShg,Plywood,Plywood,,0.0,TA,TA,CBlock,Gd,Gd,Gd,GLQ,Unf,1200,GasA,TA,Y,SBrkr,1200,3,0,3,0,3,1,TA,Typ,0,,,,0,,,Y,120,0,0,0,0,0,,,,0,3,WD,Alloca,179000,22
60,RL,65.0,9313,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,864,GasA,Ex,Y,SBrkr,1728,0,0,2,1,3,1,Gd,Typ,0,,Attchd,RFn,2,TA,TA,Y,187,56,0,0,0,0,,,,0,4,WD,Normal,190000,5
70,RM,60.0,9600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,7,2002,Gable,CompShg,Wd Sdng,Wd Shng,,0.0,TA,Gd,BrkTil,Fa,Fa,No,Unf,Unf,264,GasA,Ex,Y,SBrkr,1432,0,0,2,0,2,1,TA,Typ,0,,Detchd,Unf,2,TA,Gd,Y,270,0,112,0,0,0,,GdPrv,,0,5,WD,Abnorml,132000,97
20,RL,65.0,6768,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,6,8,1996,Hip,CompShg,HdBoard,HdBoard,,0.0,TA,Gd,CBlock,TA,TA,Mn,GLQ,Unf,912,GasA,Gd,Y,SBrkr,912,1,1,1,0,3,1,Gd,Typ,0,,Detchd,Unf,1,TA,TA,Y,168,0,0,0,0,0,,GdPrv,,0,5,WD,Normal,142000,47
20,RL,65.0,8450,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,108.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,1349,GasA,Ex,Y,SBrkr,1349,0,0,2,0,3,1,TA,Typ,0,,Attchd,Unf,2,TA,TA,Y,120,55,0,0,0,0,,GdPrv,,0,12,WD,Normal,179000,7
80,RL,70.0,12886,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,6,1999,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,Gd,TA,Av,ALQ,Unf,520,GasA,Ex,Y,SBrkr,1464,0,1,2,0,3,1,TA,Min2,1,TA,Attchd,RFn,2,TA,TA,Y,302,0,0,0,100,0,,,,0,10,WD,Normal,175000,46
120,RL,41.0,5395,Pave,,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1993,Gable,CompShg,HdBoard,HdBoard,,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1337,GasA,Gd,Y,SBrkr,1337,1,0,2,0,2,1,Gd,Typ,1,TA,Attchd,RFn,2,TA,TA,Y,96,0,70,168,0,0,,,,0,10,WD,Normal,180000,15
60,RL,,8963,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,8,9,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,289.0,Ex,Gd,CBlock,TA,Gd,No,GLQ,ALQ,1142,GasA,Ex,Y,SBrkr,2715,0,1,3,1,4,1,Gd,Typ,2,TA,BuiltIn,Fin,2,TA,TA,Y,0,204,0,0,0,0,,,,0,7,WD,Normal,299800,32
60,RL,,8795,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2000,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,952,GasA,Ex,Y,SBrkr,2256,0,0,2,1,4,1,Gd,Typ,1,TA,BuiltIn,Fin,2,TA,TA,Y,224,54,0,0,0,0,,,,0,4,WD,Normal,236000,9
70,RM,65.0,11700,Pave,Pave,IR1,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,7,2003,Mansard,CompShg,Stucco,Stucco,,0.0,Gd,TA,Stone,TA,Fa,No,Unf,Unf,1240,GasW,TA,N,SBrkr,2640,0,0,1,1,4,1,Gd,Typ,1,Gd,Detchd,Unf,4,TA,TA,N,181,0,386,0,0,0,,,,0,5,WD,Normal,265979,129
20,RL,59.0,10593,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,7,5,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,338.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1720,GasA,Ex,Y,SBrkr,1720,1,0,2,0,3,1,Gd,Typ,1,TA,Attchd,Fin,2,TA,TA,Y,240,56,154,0,0,0,,,,0,3,WD,Normal,260400,14
50,RL,50.0,8405,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,3,1950,Gable,CompShg,WdShing,Wd Shng,,0.0,TA,TA,Slab,,,,,,0,Wall,TA,N,FuseF,1529,0,0,2,0,4,1,TA,Mod,0,,Detchd,Unf,1,TA,TA,N,92,0,185,0,0,0,,,,0,4,WD,Normal,98000,64
50,RM,55.0,8800,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,7,2004,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,Unf,576,GasA,Gd,Y,SBrkr,1140,0,0,1,0,3,1,TA,Min2,0,,,,0,,,N,0,160,0,0,0,0,,,,0,6,WD,Normal,96500,100
60,RL,,7750,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7,5,2003,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,660,GasA,Ex,Y,SBrkr,1320,0,0,2,1,3,1,Gd,Typ,0,,Attchd,Fin,2,TA,TA,Y,0,48,0,0,0,0,,,,0,8,WD,Normal,162000,4
20,RL,79.0,9236,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,1997,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,Gd,PConc,Gd,TA,Gd,GLQ,Unf,1479,GasA,Ex,Y,SBrkr,1494,1,0,2,0,3,1,Gd,Typ,0,,Attchd,RFn,2,TA,TA,Y,168,27,0,0,0,0,,,,0,7,WD,Normal,217000,9
60,RL,80.0,10240,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,178.0,Gd,TA,PConc,Gd,TA,Mn,Unf,Unf,1030,GasA,Gd,Y,SBrkr,2098,0,0,2,1,3,1,Ex,Typ,1,Gd,Attchd,RFn,3,TA,TA,Y,192,52,0,0,0,0,,,,0,3,WD,Normal,275500,1
20,RL,61.0,7930,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,2005,Gable,CompShg,Plywood,Plywood,,0.0,TA,TA,CBlock,TA,TA,No,GLQ,LwQ,1026,GasA,Gd,Y,SBrkr,1026,1,0,1,0,3,1,Gd,Typ,0,,Detchd,RFn,2,TA,TA,Y,171,48,0,0,0,0,,,,0,7,WD,Normal,156000,40
160,FV,34.0,3230,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,894.0,TA,TA,PConc,Gd,TA,No,GLQ,Unf,729,GasA,Gd,Y,SBrkr,1471,0,0,2,1,3,1,TA,Typ,0,,Detchd,Unf,2,TA,TA,Y,0,24,0,0,0,0,,,,0,3,WD,Normal,172500,10
60,RL,68.0,10769,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2007,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,866,GasA,Ex,Y,SBrkr,1768,0,0,2,1,3,1,Gd,Typ,0,,Attchd,RFn,2,TA,TA,Y,144,105,0,0,0,0,,,,0,4,WD,Normal,212000,2
60,RL,,11616,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,5,1978,Hip,CompShg,HdBoard,HdBoard,BrkCmn,328.0,TA,TA,CBlock,TA,TA,Mn,Rec,Unf,672,GasA,TA,Y,SBrkr,1386,0,0,2,1,3,1,TA,Typ,1,TA,Attchd,Fin,2,TA,TA,Y,335,0,0,0,0,0,,GdPrv,,0,4,WD,Abnorml,158900,32
160,FV,24.0,2280,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,360.0,TA,TA,PConc,Gd,TA,No,ALQ,Unf,744,GasA,Gd,Y,SBrkr,1501,0,0,2,1,3,1,TA,Typ,0,,Detchd,Unf,2,TA,TA,Y,0,0,0,0,0,0,,,,0,8,WD,Normal,179400,9
60,RL,65.0,12257,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,513.0,Gd,TA,PConc,Gd,TA,Av,LwQ,ALQ,1318,GasA,Ex,Y,SBrkr,2531,0,0,2,1,4,1,Gd,Typ,1,TA,Attchd,RFn,3,TA,TA,Y,222,98,0,0,0,0,,,,0,11,WD,Normal,290000,12
20,RL,70.0,9100,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,Hip,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,864,GasA,Ex,Y,SBrkr,864,0,0,1,0,2,1,TA,Typ,0,,Detchd,Unf,1,Ex,Ex,Y,0,0,0,0,0,0,,,Shed,450,10,WD,Normal,127500,50
30,RM,60.0,6911,Pave,,Reg,Lvl,AllPub,FR2,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,5,5,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,PConc,TA,TA,Mn,LwQ,Unf,1145,GasA,TA,Y,SBrkr,1301,0,0,1,0,2,1,Fa,Min1,0,,Detchd,Unf,2,TA,TA,Y,0,0,0,0,0,0,,,,0,10,WD,Normal,100000,85
60,FV,72.0,8640,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2009,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,Unf,756,GasA,Ex,Y,SBrkr,1547,0,0,2,1,3,1,Gd,Typ,0,,Attchd,Unf,2,TA,TA,Y,169,45,0,0,0,0,,,,0,6,Con,Normal,215200,1
60,RL,82.0,9430,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,673.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,1252,GasA,Ex,Y,SBrkr,2365,1,0,2,1,3,1,Gd,Typ,1,Gd,Attchd,RFn,3,TA,TA,Y,0,128,0,0,180,0,,,,0,7,WD,Normal,337000,10
120,RL,30.0,9549,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1996,Hip,CompShg,BrkFace,BrkFace,,0.0,Gd,Gd,PConc,Gd,Gd,Av,LwQ,GLQ,1494,GasA,Ex,Y,SBrkr,1494,1,0,1,1,2,1,Ex,Typ,1,Gd,Attchd,Fin,2,TA,TA,Y,0,30,0,0,216,0,,,,0,4,WD,Normal,270000,11
20,RL,75.0,14587,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,9,5,2008,Gable,CompShg,VinylSd,VinylSd,Stone,284.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1498,GasA,Ex,Y,SBrkr,1506,0,0,2,0,2,1,Ex,Typ,1,Gd,Attchd,Fin,2,TA,TA,Y,0,174,0,0,0,0,,,,0,8,New,Partial,264132,0
60,RL,80.0,10421,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,5,1988,Gable,CompShg,HdBoard,HdBoard,BrkFace,42.0,TA,TA,CBlock,Gd,TA,No,GLQ,Unf,980,GasA,TA,Y,SBrkr,1714,0,0,2,1,3,1,TA,Typ,1,TA,Attchd,Unf,2,TA,TA,Y,228,66,156,0,0,0,,MnPrv,Shed,500,3,WD,Normal,196500,22
50,RL,75.0,12508,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,6,7,1985,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,CBlock,Gd,TA,Mn,ALQ,Unf,983,GasA,Ex,Y,SBrkr,1750,1,0,2,0,4,1,TA,Mod,0,,Attchd,Unf,1,TA,TA,Y,245,0,156,0,0,0,,,Shed,1300,7,WD,Normal,160000,68
20,RL,70.0,9100,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,Hip,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1860,GasA,Ex,Y,SBrkr,1836,0,0,2,0,3,1,Gd,Typ,1,Gd,Attchd,Fin,2,TA,TA,Y,120,33,0,0,0,0,,,,0,10,WD,Normal,216837,2
60,RL,47.0,53504,Pave,,IR2,HLS,AllPub,CulDSac,Mod,StoneBr,Norm,Norm,1Fam,2Story,8,5,2003,Hip,CompShg,CemntBd,Wd Shng,BrkFace,603.0,Ex,TA,PConc,Gd,TA,Gd,ALQ,Unf,1650,GasA,Ex,Y,SBrkr,3279,1,0,3,1,4,1,Ex,Mod,1,Gd,BuiltIn,Fin,3,TA,TA,Y,503,36,0,0,210,0,,,,0,6,WD,Normal,538000,7
85,RL,,7252,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5,5,1982,Hip,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,Unf,858,GasA,TA,Y,SBrkr,858,1,0,1,0,2,1,TA,Typ,0,,Detchd,Unf,2,TA,TA,Y,120,0,0,0,0,0,,,,0,4,WD,Normal,134900,27
20,RL,67.0,8877,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1951,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,Fa,Fa,No,LwQ,Unf,836,GasA,TA,Y,FuseF,1220,0,0,1,0,2,1,TA,Typ,0,,Detchd,Unf,2,TA,TA,Y,0,0,0,0,0,0,,,,0,4,COD,Normal,102000,55
80,RL,94.0,7819,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,5,1976,Gable,CompShg,Plywood,Plywood,,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,BLQ,1029,GasA,TA,Y,SBrkr,1117,1,0,1,0,3,1,TA,Typ,1,TA,Detchd,Unf,2,TA,TA,Y,144,0,0,0,0,0,,MnPrv,,0,3,WD,Abnorml,107000,34
20,RL,70.0,10150,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5,1958,Gable,CompShg,Wd Sdng,Wd Sdng,,1.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,912,GasA,Ex,Y,FuseA,912,0,0,1,0,2,1,TA,Typ,0,,Attchd,RFn,1,TA,TA,Y,0,0,0,0,0,0,,,,0,7,COD,Normal,114500,49
20,RL,110.0,14226,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,375.0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,1935,GasA,Gd,Y,SBrkr,1973,0,0,2,0,3,1,Gd,Typ,1,Gd,Attchd,Fin,3,TA,TA,Y,315,45,0,0,0,0,,,,0,7,New,Partial,395000,1
120,RM,32.0,4500,Pave,,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,320.0,TA,TA,PConc,Ex,TA,No,GLQ,Unf,1204,GasA,Ex,Y,SBrkr,1204,1,0,2,0,2,1,TA,Typ,0,,Attchd,Fin,2,TA,TA,Y,0,247,0,0,0,0,,,,0,6,WD,Normal,162000,11
20,RL,86.0,11210,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,240.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1614,GasA,Ex,Y,SBrkr,1614,0,0,2,0,3,1,Gd,Typ,0,,Attchd,RFn,3,TA,TA,Y,144,59,0,0,0,0,,,,0,7,New,Partial,221500,1
20,RL,100.0,13350,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1974,Hip,CompShg,HdBoard,Plywood,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,864,GasA,TA,Y,SBrkr,894,1,0,1,0,3,1,TA,Typ,1,Fa,Attchd,Unf,2,TA,TA,Y,241,0,0,0,0,0,,MnPrv,,0,6,WD,Normal,142500,32
90,RH,60.0,8400,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,1Story,5,5,1977,Gable,CompShg,Plywood,Plywood,BrkFace,320.0,TA,TA,Slab,,,,,,0,GasA,TA,Y,SBrkr,2020,0,0,2,0,4,2,TA,Typ,2,TA,Detchd,Unf,2,TA,TA,Y,0,0,0,0,0,0,,,,0,10,WD,Normal,144000,30
90,RL,78.0,10530,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,SFoyer,6,5,1977,Gable,CompShg,Plywood,ImStucc,BrkFace,90.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,Unf,975,GasA,TA,Y,SBrkr,1004,1,0,1,0,2,1,TA,Typ,0,,Attchd,Unf,2,TA,TA,Y,0,0,0,0,0,0,,,,0,5,WD,Normal,135000,29
20,RL,63.0,7875,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,38.0,TA,TA,PConc,Gd,Gd,No,Unf,Unf,1237,GasA,Gd,Y,SBrkr,1253,0,0,2,0,3,1,TA,Typ,1,TA,Attchd,Fin,2,TA,TA,Y,220,21,0,0,0,0,,,,0,6,WD,Normal,176000,12
60,RL,65.0,7153,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1992,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,Gd,PConc,Gd,TA,No,ALQ,Unf,761,GasA,Ex,Y,SBrkr,1603,0,0,2,1,3,1,Gd,Typ,0,,Attchd,RFn,2,TA,TA,Y,0,124,0,0,0,0,,,,0,7,WD,Normal,175900,14
20,RL,67.0,16285,Pave,,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1413,GasA,Ex,Y,SBrkr,1430,0,0,2,0,3,1,Gd,Typ,0,,Attchd,RFn,2,TA,TA,Y,0,33,0,0,0,0,,,,0,6,WD,Normal,187100,8
85,RL,,9101,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,5,6,1978,Gable,CompShg,Plywood,Plywood,BrkFace,104.0,TA,Gd,PConc,Gd,TA,Av,GLQ,Unf,1097,GasA,Ex,Y,SBrkr,1110,1,0,1,0,1,1,Gd,Typ,1,TA,Attchd,Fin,2,TA,TA,Y,303,30,0,0,0,0,,,,0,7,WD,Normal,165500,31
75,RM,35.0,6300,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,6,6,2001,Gable,CompShg,Wd Sdng,Wd Shng,,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,742,GasA,Ex,Y,SBrkr,1484,0,0,2,0,3,1,TA,Typ,1,Gd,,,0,,,Y,0,291,134,0,0,0,,,,0,6,WD,Normal,128000,94
20,RL,,9790,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,6,5,1967,Gable,CompShg,BrkFace,Wd Sdng,,0.0,TA,TA,CBlock,TA,TA,No,Rec,LwQ,1372,GasA,TA,Y,SBrkr,1342,0,0,2,0,3,1,TA,Typ,1,Gd,Attchd,Unf,2,TA,TA,Y,0,0,0,0,197,0,,,,0,9,WD,Normal,161500,42
50,RM,60.0,10800,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,6,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,Gd,PConc,Fa,TA,No,LwQ,Unf,686,GasA,TA,Y,SBrkr,1652,1,0,2,0,4,1,TA,Typ,0,,Detchd,Unf,1,TA,TA,Y,0,0,196,0,0,0,,,Shed,1200,6,WD,Normal,139000,95
60,RL,76.0,10142,Pave,,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,2004,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,956,GasA,Ex,Y,SBrkr,2084,1,0,2,1,4,1,Gd,Typ,0,,BuiltIn,RFn,2,TA,TA,Y,0,45,0,0,0,0,,,,0,1,WD,Normal,233000,6
20,RM,50.0,6000,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,7,2000,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,901,GasA,Ex,Y,SBrkr,901,0,0,1,0,2,1,TA,Typ,0,,Detchd,Unf,1,Fa,TA,Y,0,0,0,0,0,0,,,,0,8,WD,Normal,107900,54
60,RL,,12205,Pave,,IR1,Low,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,2Story,6,8,2007,Gable,CompShg,HdBoard,HdBoard,BrkFace,157.0,TA,TA,CBlock,TA,Fa,Gd,LwQ,Unf,832,GasA,Gd,Y,SBrkr,2087,0,0,2,1,5,1,Gd,Typ,0,,Attchd,Fin,2,TA,TA,Y,133,168,0,0,0,0,,,,0,7,WD,Normal,187500,41
120,RL,43.0,3182,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,11.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1145,GasA,Ex,Y,SBrkr,1145,0,0,2,0,2,1,Gd,Typ,1,Gd,Attchd,Fin,2,TA,TA,Y,100,16,0,0,0,0,,,,0,9,WD,Normal,160200,4
80,RL,,11333,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,5,1976,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,PConc,Gd,TA,Av,ALQ,Unf,1029,GasA,TA,Y,SBrkr,1062,1,0,1,0,3,1,TA,Typ,2,TA,Attchd,RFn,2,TA,TA,Y,120,0,0,0,0,0,,,,0,5,WD,Normal,146800,31
60,RL,92.0,9920,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1997,Gable,CompShg,MetalSd,MetalSd,,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1117,GasA,Ex,Y,SBrkr,2013,1,0,2,1,3,1,TA,Typ,1,TA,Attchd,Unf,2,TA,TA,Y,180,130,0,0,0,0,,,,0,6,WD,Normal,269790,11
20,RL,76.0,9158,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,Gable,CompShg,CemntBd,CmentBd,Stone,140.0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,1496,GasA,Ex,Y,SBrkr,1496,0,0,2,0,3,1,Gd,Typ,0,,Attchd,Fin,2,TA,TA,Y,168,130,0,0,0,0,,,,0,6,New,Partial,225000,0
60,RL,,10832,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1996,Gable,CompShg,MetalSd,MetalSd,,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,712,GasA,Ex,Y,SBrkr,1895,0,0,2,1,3,1,Gd,Typ,1,TA,Attchd,Fin,2,TA,TA,Y,143,46,0,0,0,0,,,Shed,500,10,WD,Normal,194500,14
60,RL,70.0,8400,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,6,1981,Gable,CompShg,HdBoard,HdBoard,BrkFace,130.0,TA,TA,CBlock,Gd,TA,No,Unf,Unf,650,GasA,TA,Y,SBrkr,1564,0,0,2,1,3,1,TA,Typ,1,TA,Attchd,Unf,2,TA,TA,Y,0,50,0,0,204,0,,MnPrv,,0,4,WD,Normal,171000,30
